id,title,budget,revenue,runtime,genres,release_date
11863.0,Jade,50000000.0,9851610.0,95.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1995-10-13
11000.0,The Birdcage,31000000.0,185260553.0,117.0,"[{'id': 35, 'name': 'Comedy'}]",1996-03-08
9737.0,Bad Boys,19000000.0,141407024.0,118.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1995-04-07
22279.0,An Awfully Big Adventure,4000000.0,851545.0,113.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1995-07-21
568.0,Apollo 13,52000000.0,355237933.0,140.0,"[{'id': 18, 'name': 'Drama'}]",1995-06-30
11780.0,Rob Roy,28000000.0,31596911.0,139.0,"[{'id': 12, 'name': 'Adventure'}]",1995-04-13
414.0,Batman Forever,100000000.0,336529144.0,121.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",1995-06-16
5894.0,Blue in the Face,2000000.0,1275000.0,83.0,"[{'id': 35, 'name': 'Comedy'}]",1995-09-15
1775.0,Canadian Bacon,11000000.0,178104.0,91.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",1995-06-08
8839.0,Casper,50000000.0,287928194.0,100.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-05-26
20649.0,Clockers,25000000.0,13071518.0,128.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1995-09-15
10329.0,Congo,50000000.0,152022101.0,109.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-06-09
8963.0,Crimson Tide,53000000.0,157387195.0,116.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1995-05-12
8068.0,Desperado,7000000.0,25405445.0,104.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1995-08-25
8512.0,Devil in a Blue Dress,27000000.0,16140822.0,102.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1995-09-15
1572.0,Die Hard: With a Vengeance,90000000.0,366101666.0,128.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-05-19
6520.0,First Knight,55000000.0,127600435.0,134.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-07-07
10428.0,Hackers,20000000.0,7563728.0,107.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1995-09-14
9886.0,Johnny Mnemonic,25000000.0,19075720.0,97.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-05-26
9482.0,Judge Dredd,90000000.0,113493481.0,96.0,"[{'id': 878, 'name': 'Science Fiction'}]",1995-06-30
9344.0,Kids,1500000.0,7412216.0,91.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1995-07-28
9071.0,Living in Oblivion,500000.0,1148752.0,89.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1995-01-20
2293.0,Mallrats,6000000.0,2122561.0,94.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1995-10-20
9070.0,Mighty Morphin Power Rangers: The Movie,15000000.0,66000000.0,92.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1995-06-30
48787.0,Mute Witness,2.0,1.0,95.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",1995-09-28
1642.0,The Net,22000000.0,110627965.0,114.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1995-07-28
36196.0,Party Girl,150000.0,472370.0,94.0,"[{'id': 35, 'name': 'Comedy'}]",1995-06-09
11980.0,The Prophecy,8.0,16.0,98.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995-09-01
10533.0,The Scarlet Letter,50000000.0,10382407.0,135.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",1995-10-13
10802.0,Showgirls,45000000.0,20350754.0,128.0,"[{'id': 18, 'name': 'Drama'}]",1995-09-22
10149.0,Smoke,7000000.0,8349430.0,112.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-06-09
9348.0,Species,35000000.0,113374103.0,108.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",1995-07-07
281.0,Strange Days,42000000.0,7959291.0,145.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-10-13
79593.0,The Tie That Binds,14000000.0,5780000.0,99.0,"[{'id': 53, 'name': 'Thriller'}]",1995-09-08
3512.0,Under Siege 2: Dark Territory,60000000.0,104324083.0,100.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1995-07-13
9560.0,A Walk in the Clouds,20000000.0,50012507.0,103.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-08-11
9804.0,Waterworld,175000000.0,264218220.0,135.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1995-07-28
50797.0,Burnt by the Sun,2800000.0,2616503.0,135.0,"[{'id': 18, 'name': 'Drama'}]",1994-05-01
76.0,Before Sunrise,2500000.0,5535405.0,105.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-01-27
11017.0,Billy Madison,10000000.0,26488734.0,89.0,"[{'id': 35, 'name': 'Comedy'}]",1995-02-10
9382.0,Boys on the Side,21000000.0,23450000.0,115.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1995-02-03
2292.0,Clerks,27000.0,3151130.0,92.0,"[{'id': 35, 'name': 'Comedy'}]",1994-09-13
1909.0,Don Juan DeMarco,25000000.0,22200000.0,97.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-10-01
8984.0,Disclosure,55000000.0,214015089.0,123.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1994-12-09
8467.0,Dumb and Dumber,16000000.0,247275374.0,107.0,"[{'id': 35, 'name': 'Comedy'}]",1994-12-16
522.0,Ed Wood,18000000.0,5887457.0,127.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1994-09-27
27303.0,Hideaway,15000000.0,12201255.0,103.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1995-03-03
14275.0,Hoop Dreams,700000.0,7830611.0,171.0,"[{'id': 99, 'name': 'Documentary'}]",1994-09-12
1024.0,Heavenly Creatures,5000000.0,3049135.0,99.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",1994-09-02
17207.0,Houseguest,10500000.0,26325256.0,113.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1995-01-06
628.0,Interview with the Vampire,60000000.0,223664608.0,123.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",1994-11-11
87729.0,Jefferson in Paris,14000000.0,2474000.0,139.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-03-31
6280.0,Junior,60000000.0,37000000.0,109.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1994-11-22
11.0,Star Wars,11000000.0,775398007.0,121.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1977-05-25
18183.0,Like Water for Chocolate,2000000.0,21665468.0,105.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1992-04-16
4476.0,Legends of the Fall,30000000.0,160638883.0,133.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1994-12-16
28313.0,Losing Isaiah,17000000.0,7603766.0,106.0,"[{'id': 18, 'name': 'Drama'}]",1995-03-17
3036.0,Mary Shelley's Frankenstein,45000000.0,112006296.0,123.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",1994-11-04
17402.0,Miami Rhapsody,6.0,5.0,95.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1995-01-27
1945.0,Nell,31000000.0,106683817.0,112.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-12-23
241.0,Natural Born Killers,34000000.0,50282766.0,119.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1994-08-25
6950.0,Outbreak,50000000.0,189859560.0,127.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-03-10
101.0,Leon: The Professional,16000000.0,45284974.0,110.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-09-14
63020.0,The Perez Family,11000000.0,2832826.0,113.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-05-12
680.0,Pulp Fiction,8000000.0,213928762.0,154.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1994-09-10
25296.0,Pushing Hands,400000.0,152322.0,105.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1992-02-01
12106.0,The Quick and the Dead,32000000.0,18552460.0,107.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",1995-02-09
161495.0,Roommates,22000000.0,12400000.0,108.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1995-03-01
3586.0,Prêt-à-Porter,15000000.0,11300653.0,133.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1994-12-23
22586.0,The Swan Princess,35000000.0,9771658.0,89.0,"[{'id': 16, 'name': 'Animation'}]",1994-11-18
2636.0,The Specialist,45000000.0,170362582.0,110.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-10-07
2164.0,Stargate,55000000.0,196567262.0,121.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1994-10-27
11395.0,The Santa Clause,22000000.0,189833357.0,97.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-11-10
278.0,The Shawshank Redemption,25000000.0,28341469.0,142.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1994-09-23
9067.0,Tank Girl,25000000.0,4064495.0,98.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1995-03-31
193.0,Star Trek: Generations,38000000.0,120000000.0,118.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1994-11-17
25066.0,Tales from the Hood,6000000.0,12000000.0,98.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995-05-24
1587.0,What's Eating Gilbert Grape,11000000.0,10032765.0,118.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1993-12-17
9271.0,Virtuosity,30000000.0,24048000.0,106.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1995-08-04
2064.0,While You Were Sleeping,17000000.0,182057016.0,103.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1995-04-21
236.0,Muriel's Wedding,3000000.0,15119639.0,106.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-09-29
3049.0,Ace Ventura: Pet Detective,15000000.0,107217396.0,86.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",1994-02-04
10497.0,Bitter Moon,5000000.0,1862805.0,139.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1992-09-02
9331.0,Clear and Present Danger,62000000.0,215887717.0,141.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1994-08-03
10731.0,The Client,45000000.0,117615211.0,119.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1994-07-20
9495.0,The Crow,15000000.0,94000000.0,102.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-05-11
888.0,The Flintstones,46000000.0,341631208.0,91.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-05-26
13.0,Forrest Gump,55000000.0,677945399.0,142.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-07-06
712.0,Four Weddings and a Funeral,6000000.0,254700832.0,117.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-03-09
10879.0,I Love Trouble,45000000.0,61947267.0,123.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-06-29
8587.0,The Lion King,45000000.0,788241776.0,89.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",1994-06-23
1689.0,Little Buddha,35000000.0,4858139.0,140.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1993-12-01
11596.0,New Nightmare,14000000.0,18090181.0,112.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",1994-10-13
854.0,The Mask,23000000.0,351583407.0,101.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",1994-07-29
36593.0,The Naked Gun 33⅓: The Final Insult,30000000.0,51132598.0,83.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994-03-18
2788.0,Reality Bites,11500000.0,20079850.0,99.0,"[{'id': 18, 'name': 'Drama'}]",1994-02-18
10427.0,Red Rock West,8000000.0,2000000.0,98.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1993-07-08
1637.0,Speed,30000000.0,350448145.0,116.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1994-06-09
8831.0,Timecop,27000000.0,101646581.0,99.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1994-09-15
36955.0,True Lies,115000000.0,378882411.0,141.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1994-07-14
12160.0,Wyatt Earp,63000000.0,25052000.0,191.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",1994-06-24
26352.0,A Low Down Dirty Shame,10000000.0,29392418.0,100.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1994-11-23
22067.0,Jason's Lyric,7000000.0,20851521.0,119.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-09-28
11667.0,Street Fighter,35000000.0,99423521.0,102.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1994-12-22
